-79,-86,20,-64,40,75,-69,61,-18,18,-9,84,-2,2,-35,-48,-100,35,-42,-32,-45,65,-65,-50,8,-67,62,-26,-34,39,24,-10,78,-70,32,-95,-58,17,36,56,-73,100,-32,-7,-96,57,49,66,13,39,32,-42,31,25,99,-72,-17,-86,-82,4,-47,-59,84,34,21,-82,-64,49,56,-15,-87,28,-25,-12,-43,-57,58,-64,-60,97,-94,79,-3,89,29,-35,-22,26,-87,-74,7,65,15,24,-52,-7,-11,18,2,-32,-12,17,89,-21,77,30,-62,49,-61,-94,48,50,-11,15,47,-27,97,-83,53,-25,31,-5,4,12,28,-24,-99,-75,29,26,-19,45,-76,47,23,-16,73,-44,87,-36,-93,26,83,-76,55,75,-45,-28,-29,82,-24,58,52,5,-63,23,51,50,-10,21,88,95,88,-86,24,-91,29,-63,-78,96,52,-60,62,32,-81,-62,-56,-21,-18,65,82,68,-22,62,-88,-49,-56,-45,17,39,-25,83,65,43,-39,99,38,-85,-90,50,-70,-43,56,47,-58,-84,-36,-33,68,13,91,-5,57,63,-6,-43,29,-54,37,-43,37,91,-20,40,-99,52,52,-92,-41,74,-100,96,-1,-47,-4,-95,-38,-41,-17,87,-9,-57,13,-95,-25,68,-29,80,14,-70,-35,-52,-34,-28,-69,-10,-84,-13,-46,29,-30,3,-26,-93,41,81,-75,-100,-20,79,-47,9,45,13,-90,35,-88,-97,-17,42,-49,-43,46,-45,78,44,-65,9,62,62,48,64,-97,39,-75,-72,-19,92,42,-19,11,28,-31,27,-34,94,-1,-8,-73,-75,-70,27,-10,-6,79,96,-72,-68,68,41,27,85,-88,-67,-75,0,-26,58,-43,-1,-62,-35,41,75,-93,-83,57,-93,-58,-98,-57,87,-73,-28,63,63,-46,88,36,-2,3,-62,-14,78,-51,-30,70,96,56,-48,-4,-95,82,-44,-49,0,87,-66,-49,53,59,-9,67,62,-19,-6,-47,39,-7,83,45,-24,-81,2,-87,-37,-94,-46,28,-20,90,75,17,-42,17,-98,-8,-83,-30,81,72,-66,19,20,69,-21,-62,-45,63,41,-89,36,-17,90,20,91,23,15,56,-79,52,-49,36,-70,-30,73,33,76,49,14,74,-56,-5,76,-69,-58,-68,-96,-65,-82,-47,23,87,-93,-93,-14,37,-57,-90,77,-89,-5,48,43,-55,75,76,-100,-58,11,-59,32,24,-37,9,68,54,-93,60,-38,-88,-3,-49,-96,-54,-31,-45,-26,29,62,28,96,44,-76,-8,-97,-80,50,40,29,24,-42,-59,-17,-42,38,-26,-68,76,14
-29,6,61,36,87,30,88,-77,92,72,-9,38,38,-33,8,35,-97,31,37,37,-82,96,1,-90,68,-2,87,-36,87,97,-38,-64,52,82,-16,-93,-58,-69,64,100,-2,-52,59,-9,42,39,35,-48,-93,-92,4,-65,-61,-89,26,89,71,76,-38,-88,-24,-99,-24,-31,39,-63,35,16,-77,1,-19,99,-40,5,39,22,-76,89,-72,31,24,88,-91,65,-23,6,-77,82,-41,47,-40,27,66,-65,62,91,58,44,36,70,46,-25,-92,-89,-73,-19,95,45,24,-14,-30,67,34,-89,-58,72,-58,-55,-52,87,-55,68,-90,60,73,-69,18,79,-59,7,70,3,87,-68,48,79,86,44,-45,45,28,-69,-24,28,5,-7,43,-75,-57,37,-82,79,90,48,-32,-62,-4,-2,94,21,-92,79,-41,47,92,8,-59,51,13,-100,41,-99,-84,-39,84,-29,38,29,78,31,-58,-58,11,-90,41,-17,74,-24,39,4,97,89,-15,82,62,-21,-98,38,46,-73,-68,97,90,81,92,-70,-1,-86,-78,-76,-38,-35,-17,47,-52,82,-5,-66,42,36,-73,79,18,39,-11,-53,73,-78,-32,81,-4,-59,-95,4,57,-55,-10,18,-62,86,10,-9,5,-9,-16,-72,-69,28,-100,-60,-4,89,-6,-78,13,82,98,77,-25,-16,6,-4,1,-74,-44,-84,-35,16,27,-64,-24,-97,-76,-3,22,24,-54,47,82,22,30,45,96,-25,-74,61,59,84,-33,-1,-67,-77,6,-8,-88,94,-90,-79,-46,-83,80,-77,62,49,88,-39,65,20,27,-40,-93,-88,16,17,-46,-85,-59,-14,96,4,99,-72,69,-36,-10,-62,-47,-62,-87,25,-45,71,77,-3,-20,-76,-13,26,12,28,-27,42,76,-29,2,-47,100,-68,-54,-100,-6,-62,-22,-23,12,58,98,-31,95,-78,54,-27,-61,11,-43,-10,-24,-100,-96,68,2,64,41,18,46,63,-98,97,100,-1,65,15,-94,-1,97,19,61,17,36,61,23,-89,-20,-58,45,25,-3,-58,-100,45,-51,13,-58,-82,-34,60,22,-2,-41,-87,-40,-46,-88,-90,-88,81,25,87,85,5,-11,-45,-77,9,-90,-93,74,-45,24,-51,70,62,-17,-83,95,-29,-94,-98,-75,55,-53,-21,-56,-80,-72,73,34,91,39,-57,71,35,20,54,-41,-77,46,86,-96,48,-98,-74,-36,39,-100,-35,89,-83,89,47,-87,-67,45,79,-6,65,71,-38,5,63,-64,-8,11,-54,1,45,40,4,14,37,84,-56,-8,96,-67,67,71,-46,-48,-41
-37,-63,5,-61,-19,57,9,95,-49,-12,-1,-39,-2,-8,-17,62,4,-41,-75,49,-8,50,-79,15,-80,-56,-80,64,-82,-52,69,-34,54,-35,-69,-81,-72,-58,-33,59,31,-71,59,56,-69,-26,70,57,-72,91,26,34,-61,-8,-43,28,-35,69,-96,53,91,26,-3,39,49,79,39,-8,74,55,-94,-50,27,1,-82,90,95,-31,5,-86,-79,65,-79,-88,70,-98,42,-80,87,-16,99,100,73,-17,31,6,-4,-35,-50,-62,-77,93,83,55,-52,55,18,-46,60,78,21,-89,52,-75,54,-43,-79,-39,-73,61,94,-34,54,-61,88,73,45,91,58,20,50,-29,80,-5,14,66,49,-60,84,-56,-70,67,31,-61,-48,-69,69,28,57,87,89,9,91,37,66,-62,67,-3,30,24,23,94,66,10,-80,15,69,56,32,-25,-69,56,-41,-57,-2,0,76,68,-86,92,-91,33,25,86,-86,-7,22,-81,70,-48,11,-72,0,-55,-43,45,72,88,96,-59,55,-8,33,-59,5,9,-59,97,49,-2,27,90,30,75,-12,90,35,6,63,22,10,4,71,20,-74,32,14,44,71,-19,48,32,99,71,27,7,-20,55,-53,33,-36,56,-70,0,69,29,-2,-47,31,26,-47,25,-6,90,23,-58,85,-55,-82,-74,-45,78,24,52,16,-88,83,-20,35,82,26,-55,82,-22,82,99,-52,61,18,63,71,75,27,19,-64,-78,100,29,29,78,19,-78,-58,-83,17,100,48,-23,88,60,-33,-99,-2,-23,93,-10,-28,-60,-31,-74,62,-28,43,42,-61,-65,-84,67,0,40,-86,-69,65,63,-21,-89,-87,-61,49,-51,-87,0,-58,28,57,12,-83,64,10,-23,62,-12,84,-52,-27,-1,-39,-41,-68,-42,-59,-95,-90,-94,-40,-47,92,59,-82,19,13,-40,66,19,-5,46,-68,-68,-2,77,92,8,-45,43,47,-7,-64,-45,87,-80,96,-72,-21,8,72,10,95,60,-2,-96,-55,-84,-94,75,47,-92,90,-61,-8,-33,49,82,-50,-89,29,-17,74,29,-6,-83,-85,-88,-36,87,35,-53,-85,-97,-42,59,-35,-53,-83,-26,16,19,-29,-53,68,-32,-38,-32,-68,-67,-26,-86,-52,80,21,-12,97,-8,-72,-7,-26,61,94,-23,34,-65,-85,-78,47,-80,31,94,-44,99,-2,35,-14,-14,66,-21,83,90,72,1,72,22,37,-20,-73,-49,-64,14,64,7,-31,62,-24,-9,-71,24,-98,-52,73,27,33,-62,-57,-78,89,-40,-63,-54,-25,-90,95,2
-40,-62,-12,-78,-18,-24,-15,-10,-88,75,-94,-31,79,-98,-28,-71,-48,-31,83,-31,-60,-69,14,75,60,-65,93,69,86,35,-56,61,-1,-10,-13,-25,83,-50,-67,54,-88,73,-22,91,74,20,67,33,38,100,10,-66,-39,-81,22,-92,-92,100,-29,84,-16,65,-35,-29,-65,43,-29,-80,13,30,-71,29,-29,66,-58,-50,62,-19,-24,-52,11,97,-64,0,2,80,-11,31,-80,48,-74,11,-23,67,8,100,72,-31,-55,-21,-37,-41,5,9,-50,19,97,91,-7,34,-24,-2,43,94,53,52,33,-27,-62,-9,-20,-3,60,92,-83,-66,1,20,-56,85,86,-61,-38,28,34,45,25,70,1,4,-86,-1,-90,-84,2,4,-61,-47,62,26,-89,82,57,24,33,48,-11,71,5,65,-12,-9,-27,-59,-76,-64,87,-12,26,79,-49,69,84,-97,21,-53,-20,84,-39,29,41,65,0,-39,-21,65,-83,33,37,21,90,-85,48,25,3,75,-99,62,3,-73,17,-63,-13,87,30,81,-29,-21,-62,29,-22,8,-33,-42,24,-59,2,-34,21,11,-57,90,-59,12,-90,80,-86,23,84,45,62,50,-2,99,-23,69,-67,-63,-78,1,-51,-24,-54,20,-6,-73,49,-20,-36,62,-15,-21,-26,74,-89,19,-69,-29,10,50,77,27,-12,-39,-25,62,-72,80,-44,1,-3,2,-72,49,3,90,-8,40,2,96,73,-2,-52,26,72,-28,-24,18,42,-53,39,-98,81,74,-75,21,-61,3,-41,-55,50,49,-81,-3,-30,-48,70,81,-55,-89,35,-41,0,16,53,60,54,-62,70,53,-39,14,-98,-82,-39,-48,-45,87,38,-7,66,67,40,7,60,39,-24,19,-89,76,18,-44,35,-8,15,-19,50,34,43,-57,-63,-60,42,97,-8,-48,-35,29,67,15,8,-99,45,70,11,90,0,5,2,59,-52,72,-81,38,-12,38,14,-88,86,-26,91,-78,-41,-25,-100,-57,44,87,-93,-38,72,-85,-78,29,24,3,-9,63,29,-89,-65,-67,-98,89,46,27,-24,78,57,-75,-14,-74,33,5,-15,-60,63,-74,33,85,-42,-97,1,31,-4,-72,-97,-6,-86,-73,-17,-56,-40,72,14,-54,-85,-9,14,66,-48,-63,-81,52,-70,85,-31,-8,59,14,-13,-34,-38,51,19,16,12,-25,-30,-25,78,-44,44,25,94,-86,69,50,51,15,-16,7,-45,5,-4,65,32,-53,-64,-54,10,-90,-12,81,-28,100,88,-74,45,8,-34,22,-51,-22,-31,0,54,-29,4,18
69,-3,-47,-80,-99,16,-58,66,-9,-29,61,-38,56,-38,-96,-42,12,-99,-73,-26,-83,-4,-29,-11,11,59,58,-17,-6,23,57,-72,-61,1,-93,15,95,-37,11,-71,-58,-9,-61,36,26,-59,79,-92,40,-90,-83,-24,-5,30,62,65,-69,17,32,-92,-56,2,51,72,-66,-25,18,61,-23,98,-68,9,79,9,-72,-73,21,-59,42,90,95,-41,80,-45,14,91,44,80,85,7,-31,22,18,-85,-86,-76,-43,-24,-77,63,91,-16,-28,-58,49,60,-82,97,90,94,77,-38,-88,20,83,31,25,-84,14,-16,63,-19,55,90,-5,-73,41,-52,8,96,57,-12,38,76,-69,71,-45,-3,89,78,31,60,-43,21,-96,-26,11,-4,54,-98,-70,-19,-87,-72,67,21,-22,47,-4,-37,-71,91,-50,-55,68,80,72,97,-1,-99,73,74,47,14,11,25,-84,60,-53,-14,29,-44,53,-91,72,-56,90,42,4,-86,4,-32,97,48,-67,0,93,48,89,54,71,92,79,-88,-25,-72,19,83,-62,100,-37,0,47,46,57,-39,-86,-97,5,2,-14,12,39,50,-38,57,-81,-65,50,-86,85,93,80,-44,-39,-61,99,-42,-95,-41,-81,-76,-71,28,78,51,83,-50,48,7,6,-23,-64,-6,-99,10,81,75,-10,-51,99,22,-29,69,-31,-10,79,-75,-25,-74,-75,-15,15,-51,-67,-98,34,5,46,-72,-29,35,-80,61,15,78,9,-37,-49,-64,-79,40,4,-38,-36,-85,-45,96,5,-41,-20,-71,-95,77,-86,-50,-11,20,34,-77,-70,100,-6,55,7,29,-9,27,-22,34,20,-21,-10,-40,-59,-40,21,-49,-40,-85,43,-48,-19,1,83,17,28,-21,56,-86,96,-90,94,-82,-94,-50,45,-92,-2,5,72,89,73,68,-11,-5,-22,31,39,45,21,9,35,-3,47,-87,-43,-63,-33,-57,41,-72,-62,51,-27,-82,-75,-27,16,-56,70,53,20,36,37,-30,50,-10,-3,-15,-76,71,24,27,23,-27,35,43,-63,91,-69,59,37,23,-38,-93,-13,-54,-51,1,96,83,7,27,-20,81,-66,78,-77,-81,58,80,-93,69,-86,100,-92,97,31,72,40,-36,-65,-97,-27,-8,72,17,-19,-60,-16,-10,-11,-51,-1,-91,48,66,27,25,-84,85,-43,-57,58,-80,53,-56,95,-92,-46,-40,69,84,45,-17,7,-21,-88,-10,62,19,10,64,-17,26,77,14,-30,64,87,-61,-49,24,1,12,26,95,65,-13,2,-34,0,100,-63,1,-67,-67,74,65
17,66,-7,23,41,22,-79,-62,28,29,21,19,-37,-85,-82,35,-15,-54,83,6,34,-74,19,-87,31,32,12,37,-42,95,-25,29,33,-61,-83,-29,79,-9,99,-2,-88,-27,97,96,-18,-45,-35,33,97,92,8,95,78,-28,-56,52,80,6,78,31,12,76,-66,83,64,-63,29,-78,13,-51,-99,-32,27,-22,-67,88,77,76,31,-21,-37,-79,-12,61,82,-97,43,9,-31,69,61,93,-78,68,-94,-90,99,21,-25,14,27,89,-53,-21,23,29,57,-7,12,-16,24,-25,-90,93,27,-93,38,75,32,5,88,-46,85,-62,-54,-3,-64,-92,17,40,-89,70,-67,-71,52,89,-17,-87,-74,68,-79,-56,-40,-38,43,-15,40,35,-16,71,20,52,-56,84,-69,85,-67,-46,43,-3,86,-70,23,69,-92,-43,-1,-13,38,44,14,-88,42,88,-96,-25,100,62,65,31,89,-9,-77,-10,-9,-62,66,-19,-34,74,36,50,16,7,-14,0,-57,-92,20,-29,33,-78,-39,-81,-39,-79,94,17,-49,61,-76,82,-22,20,49,-65,-47,97,-97,23,-16,-68,-47,72,40,85,-4,-60,-86,-33,-45,-70,-91,36,49,48,91,-93,90,-60,-23,-13,90,37,-24,100,-7,38,21,17,-79,-17,-43,10,-18,-48,57,-94,12,-100,-67,22,90,-24,34,74,-67,-71,38,-20,-10,6,77,85,79,-94,-66,83,-56,53,-86,63,-78,66,-24,-64,25,1,22,72,-38,20,-6,-88,-74,15,97,5,21,8,-53,12,52,-45,-7,93,-59,-5,42,56,76,-3,5,39,-38,-33,-68,-15,-32,30,-1,26,91,-60,12,55,-98,-46,-39,-86,-37,-50,72,16,45,9,99,-49,42,26,31,-99,-91,75,89,40,51,-78,-35,91,-66,-77,-95,-60,-71,-31,28,-59,-98,20,-36,-7,-80,74,-76,55,92,-37,-22,-77,31,-74,33,18,-44,-73,13,61,-38,5,73,54,73,-5,84,-56,-4,99,72,54,-55,-20,64,-94,26,86,-30,55,11,67,-39,-79,26,90,-35,-3,-60,-93,16,-48,-68,8,-28,28,97,-29,-57,42,25,94,-52,5,-95,-74,-21,-22,-76,71,-8,72,-43,-76,52,-12,52,-95,83,-14,-99,-93,51,78,22,28,-63,53,-14,-71,52,-74,-7,77,40,-75,-96,-64,38,3,43,-74,37,-89,77,43,-46,-91,67,-68,-89,90,-62,90,-13,-56,-8,16,-67,57,-98,13,-63,53,-94,43,34,70,-61,-61,10,-7,-32,50,34,-71,-8,66,-44,50,-19,-13
0,-92,-93,14,42,-80,39,-62,-87,-52,42,1,-27,-30,50,-30,-33,-75,72,99,64,15,-61,-83,19,-16,-79,79,98,63,64,-64,7,65,-22,30,82,-98,-83,-99,-77,14,-33,-44,9,-17,-10,-29,10,68,-78,-95,38,-56,-68,-89,13,-15,-68,55,33,33,-48,-75,10,47,-79,-21,-10,73,48,19,-8,-35,26,-54,0,-75,77,38,-77,-9,-4,25,-44,72,67,-48,22,73,23,-47,-52,-15,-43,-1,81,73,-7,66,-88,-3,52,85,30,-54,36,-3,-2,-91,-78,-33,72,-11,-14,95,-75,-9,-86,-79,52,-59,66,46,-88,-26,69,9,-50,-8,-87,-73,51,87,-32,-14,-84,-95,98,48,-45,63,36,34,-5,43,-63,42,-51,30,57,-68,56,-72,-47,48,-87,32,42,-69,22,-56,-34,17,-11,21,-68,83,-27,-83,-13,44,-36,-64,2,92,-40,85,-7,-18,49,-6,-63,-31,82,91,-8,-41,-47,-58,29,-100,4,-36,-28,-13,-49,-16,78,-86,-77,36,49,15,56,-95,-22,22,-24,-81,-69,-4,44,64,-10,-94,27,87,89,30,59,19,-81,18,-3,44,-56,-48,-10,74,-18,25,74,-79,34,94,33,-71,97,-76,-5,-35,-64,84,-12,99,-13,45,17,88,39,33,60,-52,81,-15,-68,-86,67,73,-48,78,64,12,-95,94,-19,40,-10,-19,-72,-42,-33,-59,6,16,-28,26,-61,-21,45,51,44,84,46,78,-13,50,41,-1,53,81,53,27,-87,38,-95,-70,67,83,-16,87,32,-95,-67,35,-65,46,-92,65,-91,-81,52,-26,-12,-63,84,67,-54,-77,23,66,8,-89,19,20,-19,-39,92,-5,-89,79,96,4,-18,15,61,95,-91,45,21,-20,-80,83,-54,76,-63,-64,-8,66,-61,-91,55,-35,-23,78,24,-97,56,98,31,28,-95,15,-43,86,71,-49,81,-51,30,-50,3,88,-91,-41,19,90,15,-42,-71,-55,-49,1,-23,82,-38,10,27,-34,69,38,59,28,-21,46,53,-1,39,2,-53,12,98,100,31,14,26,33,-36,40,39,-72,14,78,27,-37,-2,-15,68,-2,53,-99,-16,25,26,-43,99,-10,-36,-90,-78,-16,30,30,13,-66,10,-85,-3,-38,18,2,37,-41,39,42,-70,99,95,-13,-79,-52,22,71,-38,5,31,0,-97,68,-18,89,77,0,-29,-47,26,-17,-94,-18,33,-23,-75,-53,-33,-11,43,60,-52,-13,-42,-69,-12,40,-44,-70,81,41,-64,77,-93,-37,39,-55,22,-47,-95,-97,52,-12
-98,-18,66,58,-90,1,-75,83,-40,-94,62,-67,68,-68,3,-10,-35,46,78,-61,-5,-35,-20,-80,-75,19,-18,-3,0,99,-52,72,30,83,84,-38,-92,-54,-80,-75,-70,29,-82,-62,-39,73,-5,-52,-3,83,-36,-41,67,14,-63,-45,67,-71,-97,-93,-20,-98,48,-31,-4,-29,-42,-54,-77,-39,-30,-17,89,99,22,100,96,55,50,-10,-71,0,-41,60,21,-76,-36,80,45,-39,59,-5,22,47,-45,96,57,-57,82,70,-64,-15,33,96,14,-49,-25,-13,39,-55,-50,-36,62,-69,-67,-44,71,-20,46,-55,76,-82,78,82,-8,4,13,75,-23,-66,34,-13,62,98,-5,80,-20,85,7,8,100,73,10,-23,-63,80,-3,4,36,-21,7,-82,98,-46,-37,-25,-53,34,83,20,-41,31,-54,-7,86,73,51,28,5,-65,-5,-67,-18,-84,80,-13,-4,67,68,7,26,46,-36,-99,17,-29,-69,14,-77,27,-58,-67,42,-89,76,28,-33,-88,94,-62,-64,-58,4,-14,-70,-20,47,-8,34,75,28,36,47,67,11,-28,-63,-86,-57,89,-53,-39,8,66,-88,-10,-35,-99,49,-1,12,-15,50,24,23,-83,51,7,-38,-4,88,18,0,-32,89,88,-19,53,-93,86,9,-90,69,-29,-74,46,-49,3,56,-12,-89,-53,-19,83,-64,-48,94,47,-13,-53,-63,-65,-4,-21,35,81,-12,25,-12,82,59,-6,-42,15,-8,-16,-98,73,-81,-38,-94,-88,-67,74,45,-82,45,-81,45,-16,-98,27,-5,43,-25,22,-11,-7,55,17,-99,-81,36,75,-49,6,-45,-1,96,67,-59,-91,-70,-53,55,-39,-4,9,44,-93,95,59,19,5,-1,56,86,-25,11,-12,46,-35,44,28,4,-67,15,-46,6,93,-55,-21,-26,-57,-76,98,-32,42,-5,7,60,-54,-31,36,60,85,41,57,-58,-74,58,23,18,93,-58,87,-25,59,72,-1,-76,82,-87,42,-48,-25,90,37,11,-93,-19,67,60,55,-14,27,22,63,71,3,44,-30,-41,-78,87,-57,29,-69,9,-87,41,46,67,-41,0,92,-22,57,-68,-62,90,-69,46,-95,49,60,-27,33,-69,-51,-73,17,94,53,-16,-30,33,-14,69,-8,-33,27,30,-5,61,13,32,2,50,58,-58,51,-25,85,-93,12,68,78,-28,-2,14,9,20,16,-56,-85,-5,100,-87,-27,27,-90,-100,74,73,97,19,1,58,-59,-5,52,6,-52,-78,21,-52,-81,97,95,-66,22,-11,-55,30,-68,4,13,-5,65
24,-26,-56,54,41,-64,-53,68,73,-12,64,-20,28,40,-78,21,-63,-27,-93,60,-35,17,-60,-2,96,-13,-56,11,-48,-24,-36,93,20,25,11,52,-97,64,-86,-13,15,-83,-64,80,-47,31,55,-89,-41,69,-82,70,-70,6,-84,26,-31,28,-53,-73,-21,-60,50,-56,68,-61,-69,-54,6,-69,85,-64,-93,-52,-82,-28,-89,97,48,-48,37,98,-48,-48,-72,46,-40,77,52,53,-36,33,-35,-45,69,65,-100,3,-71,40,-70,16,52,-94,55,32,70,-5,-83,-56,-71,74,66,-87,-60,93,-83,36,-75,-79,77,25,-44,-22,-10,-18,-44,74,72,-82,-100,8,-93,18,-55,-76,-3,41,5,-67,-80,94,35,95,-32,95,-6,6,97,-57,80,-21,-89,-42,-98,-16,65,29,-67,-10,4,71,-31,-8,51,-54,-92,54,97,74,-93,-62,86,13,-39,80,41,6,-21,54,51,-29,-31,51,-49,-19,-61,43,88,82,-38,29,-66,73,-3,-17,14,63,-86,-21,-90,0,-83,-33,-70,12,-7,-18,-52,-43,23,70,93,-42,-58,-57,79,-77,8,-22,-23,51,57,53,7,76,87,84,76,52,50,-21,-67,-62,51,-73,-51,-83,-1,3,-14,36,-42,-84,-42,-69,-100,77,-38,-51,-47,67,59,-49,34,59,-37,11,-47,-4,-50,-64,-14,53,-96,-15,-81,85,-17,20,-100,18,-100,55,71,29,99,-27,-28,32,57,-100,77,-31,77,-40,18,82,27,-37,-28,-23,-69,-66,-65,-62,64,36,-62,-87,-58,-16,-95,94,-78,-1,55,-78,85,-3,77,83,-50,-15,50,3,-23,-10,97,36,-43,40,-82,-18,100,-15,-24,100,82,20,28,1,-69,64,77,-16,77,34,-49,38,12,16,-23,-100,-71,-33,-12,-89,61,21,18,-72,21,36,-27,-51,61,-77,-61,-65,-1,20,-59,82,56,-37,-88,-16,-81,-75,-82,-78,72,-9,-81,-74,79,-71,50,69,50,-17,-55,83,1,42,-60,-19,21,37,-59,23,55,17,1,63,-35,35,-49,62,35,77,29,-80,-44,-69,-71,65,-69,32,-25,-96,-3,-61,-17,-85,30,66,-98,90,-54,45,-47,-74,72,-62,93,13,-76,-80,-16,0,27,-43,-24,-68,33,-52,-10,26,-75,-80,9,32,-40,77,-65,21,44,29,-36,76,49,18,57,71,19,-70,-87,72,70,44,65,-4,95,46,-74,-75,44,1,-91,93,66,81,63,67,-72,31,-18,61,-99,48,-51,13,28,-75,-26,-5,-30,-37,-66,-2,93,81,1,43,61,93,16,50
78,-78,-34,-82,-86,-27,-82,9,85,-47,-17,51,-64,79,20,12,27,-41,-49,-12,-57,32,-5,0,-87,-31,-97,37,-5,64,-63,-27,-36,74,28,77,48,-13,-58,38,23,-37,-73,3,-26,4,85,44,90,-9,-11,47,68,18,-90,-51,-83,-97,1,65,-74,-64,33,-91,-21,-66,69,93,14,25,-1,6,-53,-49,8,3,-32,95,-51,71,22,38,-11,-23,-10,58,-90,88,39,-34,-4,-17,42,64,-9,-12,26,-7,-52,37,-28,9,-3,-47,-68,-5,-79,41,9,80,-28,-61,-78,-57,-28,23,79,-81,-2,-84,23,67,7,-12,-26,-52,8,-57,-20,-39,-72,-82,55,48,19,-26,-24,-75,-38,21,13,75,-66,-73,-30,-60,79,-41,42,21,-27,-87,-25,-12,73,-100,46,77,-51,24,-22,-78,-77,31,-37,-16,-58,-40,-49,-86,47,0,53,-22,-79,48,-78,0,-9,-9,-72,-74,-95,-68,59,-48,76,-17,-94,17,-20,33,85,85,-8,-22,-78,44,20,-93,-40,32,13,-94,25,36,-20,2,-74,-78,19,-66,-11,-14,43,-93,-43,-74,26,-90,100,-42,64,-81,-82,46,-48,-94,14,79,-39,-3,-83,-36,-53,-26,-98,3,-42,28,21,-91,14,-54,-24,-31,63,-28,-27,-58,6,-18,45,-4,41,6,67,21,61,25,-60,19,-31,-47,83,-35,7,-88,-21,-68,35,90,78,22,58,39,88,-76,-10,-8,81,31,1,42,-73,-84,-18,-94,59,-61,-18,-40,-65,-62,47,-11,-71,-68,-53,98,29,49,-2,66,33,99,-31,51,-86,10,-79,9,-52,71,-92,-19,34,-92,17,12,69,100,61,15,-72,-99,-40,6,0,-62,61,-24,92,-72,29,-11,-34,-51,88,-39,-44,34,-46,-55,86,-55,-18,-88,-80,-79,-32,25,-83,86,84,61,94,-34,97,-21,45,34,23,26,70,75,-99,2,-45,20,82,20,34,-66,3,27,-39,-97,84,-53,-11,-79,36,-45,-68,29,41,80,-92,2,37,28,66,79,-22,57,100,-7,12,96,-39,-1,-80,88,100,-88,74,-19,-58,-42,34,82,30,100,-47,-33,62,36,-86,52,2,60,-25,-24,-48,-20,50,83,-55,-3,98,-47,43,-41,6,-86,26,15,-78,27,-63,-3,16,5,-8,-57,29,-49,-59,-64,-83,36,51,62,-3,8,30,19,23,39,-35,35,-39,51,-78,-43,-20,-85,-36,-10,-38,-72,-86,47,6,43,-91,29,-37,-58,-35,57,1,1,29,46,24,-13,-93,-53,59,2,83,16,3,-56,3,43,-75,52
